Date,CONSSENT Index,CONCCONF Index,BASPCCUS Index,DELQUS30 Index,DELQUS90 Index,USDECRED Index,PCE CYOY Index,CPI XYOY Index,CPI YOY Index,NYCNMIIR Index,NFP TCH Index,AHE TOTL Index,REALYAHE Index,PPIDGROC Index ,AUTMUSAG Index,RCPPTFAV Index
9/13/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,#N/A Invalid Security,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/14/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/15/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/18/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/19/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/20/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/21/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/22/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/25/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/26/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/27/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/28/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/29/2000,107.3,140.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.87258,2.6,3.4,,-7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/2/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/3/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/4/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/5/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/6/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/9/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/10/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/11/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/12/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/13/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/16/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/17/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/18/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/19/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/20/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/23/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/24/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/25/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/26/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/27/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/30/2000,106.8,142.5,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.85003,2.6,3.5,,124,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/2/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/3/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/6/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/7/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/8/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/9/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/10/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/13/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/14/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/15/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/16/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/17/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/20/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/21/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/22/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/23/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/24/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/27/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/28/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/29/2000,105.8,135.8,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.81848,2.5,3.4,,1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/30/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/4/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/5/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/6/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/7/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/8/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/11/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/12/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/13/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/14/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/15/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/18/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/19/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/20/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/21/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/22/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/25/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/26/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/27/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/28/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/29/2000,107.6,132.6,#N/A N/A,#N/A N/A,#N/A N/A,4.53,1.90049,2.6,3.4,,205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/2/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/3/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/4/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/5/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/8/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/9/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/10/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/11/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/12/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/15/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/16/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/17/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/18/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/19/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/22/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/23/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/24/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/25/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/26/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/29/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/30/2001,98.4,128.6,#N/A N/A,#N/A N/A,#N/A N/A,4.57,1.87109,2.6,3.4,,152,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/2/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/5/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/6/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/7/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/8/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/9/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/12/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/13/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/14/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/15/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/16/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/19/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/20/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/21/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/22/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/23/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/26/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/27/2001,94.7,115.7,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.00522,2.6,3.7,,-10,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/28/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/2/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/5/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/6/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/7/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/8/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/9/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/12/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/13/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/14/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/15/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/16/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/19/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/20/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/21/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/22/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/23/2001,90.6,109.2,#N/A N/A,#N/A N/A,#N/A N/A,4.57,2.03588,2.7,3.5,,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
