,2020-09-30 00:00:00,2020-11-02 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-02-01 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-08-02 00:00:00,2021-08-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-05-02 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-08-01 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2023-01-02 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00,2023-10-18 00:00:00,2023-10-19 00:00:00,2023-10-20 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00,2023-10-25 00:00:00,2023-10-26 00:00:00,2023-10-27 00:00:00,2023-10-30 00:00:00,2023-10-31 00:00:00
Q587Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001947850729812112,0.00444399878096781,-0.00343685136364042,-0.006041653651893942,-0.010530328879702745,-0.0047264575395601725,0.0014426935517853322,0.007844063070783036,0.012880744011429877,0.004188313770603599,-0.0024232731455753353,-0.00012757851595847114
Q595Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001156897517387201,-0.004296212890867341,0.0004709260737676524,-0.018299856247479367,-0.10629198224051498,-0.0902347720130959,-0.10955593179949716,-0.11153819680701742,-0.1121857190299861,-0.12431554636601039,-0.1533827374550327,-0.04251757008990819
Q663Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003924943098641459,0.017596125228482667,0.006124869704157099,0.008561912157600366,0.015090897122927755,0.01166680219158406,0.0061356980572525345,0.021468191504976464,-0.05441013702063482,0.002962222831421052,0.011212916451662641,0.01525675630360686
Q664Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003465996420351756,0.007431724161548171,0.00025067694318338797,0.00960058870484011,0.046701485380474216,0.04498077653030495,0.033776742699419576,0.01865185771076821,-0.0003419050733312185,-0.049077568186186374,-0.05100473995293478,-0.002040392331606247
Q2400Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008524858247501116,0.0035098465373649837,0.0024664137094639795,0.005510646321056931,0.01148024288709533,0.019793372650180156,0.06046381309572719,0.04724318870726765,0.01853145943608019,0.011449377241770906,0.02235874866883315,0.050834914057504794
Q2401Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035553799091398376,-0.004242900825005658,0.0013341201446387505,-0.0023829979841108254,-0.03989508217611911,-0.03122844765779196,-0.02770651234390179,-0.022821349332456716,-0.01158078034045651,0.05914761797661615,0.06935265648772777,0.04286596358186764
Q2402Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022019031784113446,0.029182151104155295,0.03944047407030592,0.04112390298446914,0.03624753838263142,0.02917486600910122,-0.028154024003770036,-0.00983041480881494,0.0015378577598518597,-0.04368403180936855,-0.05052917866411537,-0.08007928804476827
Q2403Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002894870693401637,-0.015823379237036982,-0.011535145837654253,-0.006395950181101502,0.024098420449768763,0.0211166990988788,0.010292206744485185,0.015471180896289936,-0.002226631231765588,-0.02474612402496607,-0.011980764850590384,-0.028138988910981873
Q2406Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054060778587933,0.021932900768837065,0.018610270829598857,0.020663620812991744,0.004491586955988828,0.030686851587357566,-0.000324362994760047,-0.022110763139447612,-0.016258103104835556,-0.04956346675399769,-0.05032265115632065,-0.042330220621054786
Q2428Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238986801084753,0.09226887014845707,0.03909427640051557,0.04070345899670246,0.018778798335291388,0.02914314853329498,0.02408974660653841,0.03401051012198283,0.047338845363304224,0.011904021024262515,0.05817636199281422,0.02100852820383968
Q2429Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006799720605778545,0.029394576417914927,0.02406069477183976,0.02526217554918448,0.07741415770107693,0.054737578907951896,0.03573885659274059,0.04339726390099402,0.03766762085769593,0.0940577755763899,0.18186191256402248,0.039913305776572046
Q2464Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038874333348007987,-0.011514620900182827,-0.016279703142205375,-0.01978279225238233,0.0007152822920020644,0.013940879065916477,0.02339315681651111,0.03995515435181258,0.06809313268833972,0.130238039868266,0.1641620889403303,0.08323189195914522
Q2465Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08647860621218088,-0.03032193461633423,-0.06415953007909055,-0.06104250622715137,-0.09157500057869539,-0.0428842796473562,-0.07509399497051562,-0.0629999810559859,-0.03827126197015467,-0.08662138000752954,-0.09734906994221638,-0.048511138748246155
Q2466Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631968349226,0.05122438733616713,0.05341814694296872,0.05488091863127372,0.010759195809310037,-0.04061782902226371,-0.022040087811311136,-0.03122364884916723,-0.03966222485712445,-0.04852561990250325,0.029778888746508244,0.003829698286062437
Q2467Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10642039622717903,0.05754977145228708,0.052268774019673975,0.05124556581351072,0.12946826910503847,0.09909749794980688,0.1326149006078453,0.1229606946802346,0.10759638445436437,0.16670398271558903,0.12722933899713493,0.1141355672380129
Q2468Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07061126016096367,0.25886022232426154,0.30913998764475076,0.29981402015909153,0.24231130881705115,0.25259052114726843,0.24295505983083934,0.2462422395440552,0.25022871212815206,0.21693270572466095,0.149468484034594,-0.05374563384541422
