,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-11-02 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-08-02 00:00:00,2021-08-31 00:00:00,2021-11-01 00:00:00,2021-11-30 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-05-02 00:00:00,2022-05-31 00:00:00,2022-08-01 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2023-01-02 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-05-01 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00,2023-10-18 00:00:00,2023-10-19 00:00:00,2023-10-20 00:00:00,2023-10-23 00:00:00,2023-10-24 00:00:00,2023-10-25 00:00:00,2023-10-26 00:00:00,2023-10-27 00:00:00,2023-10-30 00:00:00,2023-10-31 00:00:00
Q342Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035417480106985843,0.0007642781637371125,-0.0015940464604977452,0.00863290604093431,0.01116146782803708,0.022493436301591587,0.0195976663033735,0.012799595899797938,0.03294025426537118,0.019161078922690276,0.0019451375986886503,0.0037941929280809784,0.0076561240439054715
Q583Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019535725639153196,0.0019740847317987614,0.0002859564421016548,-0.002675154731400161,-0.006173815865844674,-0.014464173494888112,-0.013723228099794739,-0.009973727611530432,-0.016558046014504085,-0.014727527287409394,-0.01689745474490404,-0.017883604428656524,-0.01942664046892454
Q584Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004426081104433115,-0.0013671809762810282,-0.0039870242897055395,0.0019182884209852558,-0.007626199577607698,-0.0033672833095064595,-0.0025786136582248817,-0.006615785798438741,0.0010938362495338304,-0.008421069252018026,-0.012343297191706522,-0.012621411844504946,-0.015075401999963925
Q585Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006279306063023451,0.005869758913925231,0.004399280890299393,0.001266001520974136,0.0010933078343854368,-0.004975472367035393,-0.0017874584089882177,-0.0006929943848143221,0.0014459182309678983,0.009572855005408628,0.012224205023832549,0.01023542498676742,0.006808982767020283
Q586Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006390022729872107,-0.0031102169131029724,-0.0032027902324577085,-0.003336492370251892,0.0014461314277836995,0.016522558674371666,0.01605074416792854,0.013648799655743584,0.013008267975222408,0.012230198463002715,0.004444758602181622,0.012334700228293168,0.021485143869194045
Q587Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005865586458702611,-0.003829999490665598,-0.00476170036813644,-0.002724323744122358,-0.002541078968801582,-0.00037435216397575094,-0.0013419174727185837,0.004000781994613467,0.0010250513357650253,-0.005210335352588218,-0.004770766825498176,-0.0026188122977659997,0.0016608340156177388
Q595Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008477990059963263,0.006832083074183773,0.009795418852144366,-0.023713562840070864,-0.03264980710972485,-0.05647084730494915,-0.07941909730780894,-0.051598120115042015,-0.08246215194567538,-0.06547273420635356,-0.0392914633385274,-0.028448523424906298,-0.045388102942313775
Q663Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004873627150911847,0.008324582352909752,0.01071905915151647,0.0038608922118946133,0.010307739921190915,0.0025330515230078724,0.013611874989396398,-0.003763685445334231,0.011818427939853276,0.02609572336893288,-0.011933130206260334,0.0025198361510319956,0.012818019010552526
Q664Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008652628336884661,0.00451273806534319,0.005659812827360471,0.005401128995739821,0.0033529715560154092,-0.013417077517844142,-0.0023399171865353227,0.00140088590467291,-0.005131762225975511,-0.013852079561377096,-0.011863015611280489,-0.00408554065600043,-0.005076946186798358
Q2400Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017072296796816501,-0.00236703948348124,-0.0001977309754719271,-0.005112196526340302,0.003989883478370017,0.030515953983137813,0.02878650798217743,0.017076824601995454,0.03067540606194649,0.042352578875553396,0.02310870228713451,0.041339704311444375,0.06134894547274278
Q2401Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.715230806310574e-05,0.0010224454481276982,0.0017767527433887142,-0.00699391175659125,-0.0003771537230241857,-0.0013376456392861775,-0.0022649069573497877,0.002590952211618116,0.05477821137365558,0.06006025929432712,0.05064164386063276,0.047579220436375094,0.05438894272123591
Q2402Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009096819626332072,-0.007753175081686451,-0.008957039219697179,-0.033326157008543744,-0.05451946498619181,-0.0993389691463919,-0.08076940923478979,-0.061622167649262996,-0.0809757526069254,-0.10233851960436546,-0.08221910092470652,-0.09315748481037438,-0.10095802983988643
Q2403Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01091821822738133,0.009234339888159823,0.008587146540034904,0.007453337795084661,0.010585567822360021,0.008467589692254557,0.0033739576749777993,-0.0038948194163777104,0.010974909253043553,-0.011042953868750345,0.013602116551455344,-0.001217096266413654,-0.014314823490534184
Q2406Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011339856453642704,-0.018265056377885967,-0.01783474415008709,-0.017660734084462094,-0.0070293377408536814,-0.03204266894492965,-0.042592743957192224,-0.041282029220887854,-0.09278504122081586,-0.0930216531345063,-0.09195889750070915,-0.08620537505726666,-0.06723431537445958
Q2428Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004305932108716633,0.024734046502335662,0.0202462527700318,0.019280959934440497,0.013808694586988458,0.015600425721724678,0.016351390116629543,0.022990189998444297,0.01638383718119802,-0.0006350318415626774,0.05005525325726885,0.05923896473183628,0.04740200573868838
Q2429Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036227811406140875,-0.0015900737723072,-0.0010074811668950197,0.0008269856272059121,-0.0004918682492521842,0.0031255189781261745,0.004345562652035179,0.005037534972286888,0.0045555543684520665,0.0026153976850436227,0.031815742374477554,0.03122184802330184,0.028072541416345406
Q2464Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03314129685991858,-0.03782375025381656,-0.03872203234294132,-0.03546177673311316,-0.023649376895864393,0.003041881815297992,-0.0049611213165331285,-0.008426871989073721,0.02395595114791054,0.00774722346577666,0.02901520963374291,0.03884383104433676,0.04691257861821904
Q2465Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029890284640788335,-0.01833332625305046,-0.016976746600887445,0.0013482561616104686,0.0006284298724315778,0.010835424910072718,0.00019556187648202256,0.0006134227430057283,-0.030459066021452357,-0.033815839956155495,0.02207259823632294,0.02044218572178164,0.011530211212994733
Q2466Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025359545979947988,-0.028640328302259804,-0.025456161072251925,-0.046048365680969636,-0.11415201922962233,-0.06379191278921004,-0.040222918585011376,-0.04864264224705375,-0.005926728142448096,0.008356693746530986,0.009653719338160536,0.035544821912632314,0.029424074003363578
Q2467Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07687304615896685,0.1031329938238819,0.10515637087648257,0.16175350915877992,0.14214329044085094,0.15522379124773186,0.14797110509226738,0.13191850202176417,0.1512288632106012,0.14285670498179112,0.1274965220856919,0.09099619212993248,0.07246635792617502
Q2468Non_Multi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09609092499564946,0.09528961285178718,0.09745894712206195,0.04978979074343164,0.04520368711281045,0.014082181397323765,0.014634781217330983,0.027293834398962116,0.020810569947359785,0.03007139366914687,-0.005606562835176251,-0.03816132039814984,-0.031388726765993406
